,runNum,temp(K),surfOrient,Rs(ao),bubShape,lig(ao),maxPTime(ps),maxPress(bar),maxPHe,nv,reliefType
1_1000K_011_Rs2ao_sph_lig7ao,1,1000.0,011,2.0,sph,7.0,515.3962500000001,479362.39425,261.57500000000005,66,loopPunch
1_1000K_011_Rs2ao_sph_lig8ao,1,1000.0,011,2.0,sph,8.0,530.64375,477920.5609500001,268.6250000000002,68,loopPunch
1_1000K_011_Rs2ao_sph_lig9ao,1,1000.0,011,2.0,sph,9.0,532.57425,480903.71839999995,269.0150000000002,68,bottomPunch
1_1000K_011_Rs3ao_sph_lig0.5ao,1,1000.0,011,3.0,sph,0.5,618.01975,140146.51020000002,410.1050000000001,228,burst
1_1000K_011_Rs3ao_sph_lig10ao,1,1000.0,011,3.0,sph,10.0,1597.1782500000002,370771.9745,796.9350000000002,228,bottomPunch
1_1000K_011_Rs3ao_sph_lig11ao,1,1000.0,011,3.0,sph,11.0,1669.50475,378386.93555,818.4050000000001,232,loopPunch
1_1000K_011_Rs3ao_sph_lig12ao,1,1000.0,011,3.0,sph,12.0,1718.4157500000001,377588.46095000004,824.1850000000001,230,loopPunch
1_1000K_011_Rs3ao_sph_lig13ao,1,1000.0,011,3.0,sph,13.0,1642.67325,379780.31755000004,804.0349999999999,227,bottomPunch
1_1000K_011_Rs3ao_sph_lig14ao,1,1000.0,011,3.0,sph,14.0,1787.37625,383512.5265,826.9749999999999,224,bottomPunch
1_1000K_011_Rs3ao_sph_lig15ao,1,1000.0,011,3.0,sph,15.0,1488.16825,371342.0046,769.1350000000001,225,loopPunch
1_1000K_011_Rs3ao_sph_lig16ao,1,1000.0,011,3.0,sph,16.0,1603.66325,378252.84315000003,796.2350000000001,227,loopPunch
1_1000K_011_Rs3ao_sph_lig17ao,1,1000.0,011,3.0,sph,17.0,1638.96025,381041.57764999993,803.2950000000001,227,loopPunch
1_1000K_011_Rs3ao_sph_lig18ao,1,1000.0,011,3.0,sph,18.0,1752.52475,384067.3611,820.0050000000001,224,loopPunch
1_1000K_011_Rs3ao_sph_lig19ao,1,1000.0,011,3.0,sph,19.0,1726.08925,385325.68945000006,814.7150000000005,224,loopPunch
1_1000K_011_Rs3ao_sph_lig1ao,1,1000.0,011,3.0,sph,1.0,925.49525,174194.50744999998,473.59500000000014,230,loopPunch
1_1000K_011_Rs3ao_sph_lig20ao,1,1000.0,011,3.0,sph,20.0,1668.66325,379399.65664999996,807.2349999999996,226,bottomPunch
1_1000K_011_Rs3ao_sph_lig2ao,1,1000.0,011,3.0,sph,2.0,1242.7722500000002,222201.737,534.0549999999997,227,loopPunch
1_1000K_011_Rs3ao_sph_lig3ao,1,1000.0,011,3.0,sph,3.0,1165.3467500000002,301413.78365000006,660.5649999999996,227,loopPunch
1_1000K_011_Rs3ao_sph_lig4ao,1,1000.0,011,3.0,sph,4.0,1513.16825,341256.40415,728.1350000000001,226,loopPunch
1_1000K_011_Rs3ao_sph_lig5ao,1,1000.0,011,3.0,sph,5.0,1384.3067500000002,355070.17015,748.3649999999999,225,loopPunch
1_1000K_011_Rs3ao_sph_lig6ao,1,1000.0,011,3.0,sph,6.0,1496.8812500000001,365659.59075000003,774.8750000000001,227,loopPunch
1_1000K_011_Rs3ao_sph_lig7ao,1,1000.0,011,3.0,sph,7.0,1610.24775,375424.5705,799.545,228,bottomPunch
1_1000K_011_Rs3ao_sph_lig8ao,1,1000.0,011,3.0,sph,8.0,1450.0992500000002,370301.30900000007,755.5149999999998,222,loopPunch
1_1000K_011_Rs3ao_sph_lig9ao,1,1000.0,011,3.0,sph,9.0,1551.0397500000001,369194.35965,787.7050000000004,228,loopPunch
1_1000K_011_Rs4ao_sph_lig0.5ao,1,1000.0,011,4.0,sph,0.5,1445.29725,103285.80242999998,900.5550000000002,537,burst
1_1000K_011_Rs4ao_sph_lig10ao,1,1000.0,011,4.0,sph,10.0,3470.7427500000003,316643.26065,1707.645000000001,534,loopPunch
1_1000K_011_Rs4ao_sph_lig11ao,1,1000.0,011,4.0,sph,11.0,3658.6632500000005,320855.57149999996,1745.2350000000006,534,loopPunch
1_1000K_011_Rs4ao_sph_lig12ao,1,1000.0,011,4.0,sph,12.0,3600.34675,322014.89885000006,1725.565,529,loopPunch
1_1000K_011_Rs4ao_sph_lig13ao,1,1000.0,011,4.0,sph,13.0,3569.00975,320605.8851999999,1727.3050000000007,534,loopPunch
1_1000K_011_Rs4ao_sph_lig14ao,1,1000.0,011,4.0,sph,14.0,3640.24775,320914.64570000005,1756.545,543,loopPunch
1_1000K_011_Rs4ao_sph_lig15ao,1,1000.0,011,4.0,sph,15.0,3571.6832500000005,318333.53805,1732.835000000001,537,bottomPunch
1_1000K_011_Rs4ao_sph_lig16ao,1,1000.0,011,4.0,sph,16.0,3674.65325,324473.2132,1753.4349999999995,537,loopPunch
1_1000K_011_Rs4ao_sph_lig17ao,1,1000.0,011,4.0,sph,17.0,3523.46525,315175.4185,1722.1949999999997,536,bottomPunch
1_1000K_011_Rs4ao_sph_lig18ao,1,1000.0,011,4.0,sph,18.0,3569.50475,320656.3377,1736.4049999999997,539,loopPunch
1_1000K_011_Rs4ao_sph_lig19ao,1,1000.0,011,4.0,sph,19.0,3513.41575,317443.89385,1720.1850000000004,536,loopPunch
1_1000K_011_Rs4ao_sph_lig1ao,1,1000.0,011,4.0,sph,1.0,2229.7027500000004,142525.91319999998,1054.4450000000004,534,burst
1_1000K_011_Rs4ao_sph_lig20ao,1,1000.0,011,4.0,sph,20.0,3555.74275,320578.337,1716.644999999999,529,loopPunch
1_1000K_011_Rs4ao_sph_lig2ao,1,1000.0,011,4.0,sph,2.0,2765.8417500000005,175003.20105,1165.665,538,burst
1_1000K_011_Rs4ao_sph_lig3ao,1,1000.0,011,4.0,sph,3.0,2126.5842500000003,223600.48445,1338.815,535,loopPunch
1_1000K_011_Rs4ao_sph_lig4ao,1,1000.0,011,4.0,sph,4.0,2975.34675,264820.29555,1512.5649999999996,537,loopPunch
1_1000K_011_Rs4ao_sph_lig5ao,1,1000.0,011,4.0,sph,5.0,3012.97025,292567.61834999995,1606.0950000000005,528,loopPunch
1_1000K_011_Rs4ao_sph_lig6ao,1,1000.0,011,4.0,sph,6.0,3276.88125,299872.9249500001,1687.874999999999,545,loopPunch
1_1000K_011_Rs4ao_sph_lig7ao,1,1000.0,011,4.0,sph,7.0,3295.19825,308687.4437499999,1659.5349999999999,526,loopPunch
1_1000K_011_Rs4ao_sph_lig8ao,1,1000.0,011,4.0,sph,8.0,3382.27725,309638.1444000001,1703.9550000000008,542,bottomPunch
1_1000K_011_Rs4ao_sph_lig9ao,1,1000.0,011,4.0,sph,9.0,3367.32675,310628.83385,1690.9650000000001,536,loopPunch
1_1500K_001_Rs1ao_sph_lig10ao,1,1500.0,001,1.0,sph,10.0,99.60375,655241.1650999999,47.42500000000003,10,loopPunch
1_1500K_001_Rs1ao_sph_lig11ao,1,1500.0,001,1.0,sph,11.0,83.71275000000001,703166.4172000001,39.245000000000026,8,loopPunch
1_1500K_001_Rs1ao_sph_lig12ao,1,1500.0,001,1.0,sph,12.0,84.00975000000001,682147.8902,41.30500000000001,9,loopPunch
1_1500K_001_Rs1ao_sph_lig13ao,1,1500.0,001,1.0,sph,13.0,145.29725000000002,682855.3437000001,53.555,9,bottomPunch
1_1500K_001_Rs1ao_sph_lig14ao,1,1500.0,001,1.0,sph,14.0,82.22775,667863.0927000002,40.94500000000001,9,bottomPunch
1_1500K_001_Rs1ao_sph_lig15ao,1,1500.0,001,1.0,sph,15.0,95.94075000000002,718278.9082500001,41.685000000000024,8,loopPunch
1_1500K_001_Rs1ao_sph_lig16ao,1,1500.0,001,1.0,sph,16.0,117.92075000000001,647068.96105,51.08499999999998,10,bottomPunch
1_1500K_001_Rs1ao_sph_lig17ao,1,1500.0,001,1.0,sph,17.0,129.65325,687955.9175999999,50.43500000000002,9,bottomPunch
1_1500K_001_Rs1ao_sph_lig18ao,1,1500.0,001,1.0,sph,18.0,117.22774999999999,650694.1522499999,50.94499999999998,10,bottomPunch
1_1500K_001_Rs1ao_sph_lig19ao,1,1500.0,001,1.0,sph,19.0,123.31675,650255.8030499999,52.165000000000006,10,bottomPunch
1_1500K_001_Rs1ao_sph_lig1ao,1,1500.0,001,1.0,sph,1.0,34.80175,498006.49765000003,20.465000000000003,8,burst
1_1500K_001_Rs1ao_sph_lig20ao,1,1500.0,001,1.0,sph,20.0,110.39625,688510.99125,46.57500000000001,9,bottomPunch
1_1500K_001_Rs1ao_sph_lig2ao,1,1500.0,001,1.0,sph,2.0,106.78224999999999,648498.4458000002,34.855000000000004,8,loopPunch
1_1500K_001_Rs1ao_sph_lig3ao,1,1500.0,001,1.0,sph,3.0,76.33675000000001,680431.8935,34.76500000000001,8,loopPunch
1_1500K_001_Rs1ao_sph_lig4ao,1,1500.0,001,1.0,sph,4.0,80.34675,682540.0085000001,35.56500000000001,8,loopPunch
1_1500K_001_Rs1ao_sph_lig5ao,1,1500.0,001,1.0,sph,5.0,73.31675000000001,703679.4837,37.164999999999985,8,loopPunch
1_1500K_001_Rs1ao_sph_lig6ao,1,1500.0,001,1.0,sph,6.0,111.28725000000001,739604.2205499999,41.755000000000024,7,loopPunch
1_1500K_001_Rs1ao_sph_lig7ao,1,1500.0,001,1.0,sph,7.0,85.39625,658757.8330500002,41.575000000000024,9,bottomPunch
1_1500K_001_Rs1ao_sph_lig8ao,1,1500.0,001,1.0,sph,8.0,73.66325,766878.7271000003,32.235,6,loopPunch
1_1500K_001_Rs1ao_sph_lig9ao,1,1500.0,001,1.0,sph,9.0,77.47525,733470.43205,34.995,7,bottomPunch
1_1500K_001_Rs2ao_sph_lig10ao,1,1500.0,001,2.0,sph,10.0,483.71275,403403.62829999987,250.245,70,loopPunch
1_1500K_001_Rs2ao_sph_lig11ao,1,1500.0,001,2.0,sph,11.0,507.17825,418082.41689999995,248.93499999999995,67,loopPunch
1_1500K_001_Rs2ao_sph_lig12ao,1,1500.0,001,2.0,sph,12.0,649.90075,437495.32039999997,283.4850000000001,70,loopPunch
1_1500K_001_Rs2ao_sph_lig13ao,1,1500.0,001,2.0,sph,13.0,515.3962500000001,413747.77404999995,252.5750000000001,68,bottomPunch
1_1500K_001_Rs2ao_sph_lig14ao,1,1500.0,001,2.0,sph,14.0,535.2477500000001,410975.06610000005,258.545,69,bottomPunch
1_1500K_001_Rs2ao_sph_lig15ao,1,1500.0,001,2.0,sph,15.0,535.3962500000001,424157.5245,252.5750000000001,66,loopPunch
1_1500K_001_Rs2ao_sph_lig16ao,1,1500.0,001,2.0,sph,16.0,498.51475000000005,413628.06570000004,241.2050000000001,64,loopPunch
1_1500K_001_Rs2ao_sph_lig17ao,1,1500.0,001,2.0,sph,17.0,548.11875,421114.4459,263.12499999999994,70,bottomPunch
1_1500K_001_Rs2ao_sph_lig18ao,1,1500.0,001,2.0,sph,18.0,459.45525000000004,408173.3295500001,239.39499999999987,67,loopPunch
1_1500K_001_Rs2ao_sph_lig19ao,1,1500.0,001,2.0,sph,19.0,507.47525,407095.69305000006,248.99499999999995,67,loopPunch
1_1500K_001_Rs2ao_sph_lig1ao,1,1500.0,001,2.0,sph,1.0,97.62375,178339.72795,108.025,67,burst
1_1500K_001_Rs2ao_sph_lig20ao,1,1500.0,001,2.0,sph,20.0,477.92075,404869.0330000001,247.0850000000001,69,bottomPunch
1_1500K_001_Rs2ao_sph_lig2ao,1,1500.0,001,2.0,sph,2.0,430.09925000000004,297647.24085000006,174.515,67,burst
1_1500K_001_Rs2ao_sph_lig3ao,1,1500.0,001,2.0,sph,3.0,491.28725000000003,369738.16825,235.755,70,loopPunch
1_1500K_001_Rs2ao_sph_lig4ao,1,1500.0,001,2.0,sph,4.0,672.3762500000001,395298.7469000001,273.97499999999997,71,loopPunch
1_1500K_001_Rs2ao_sph_lig5ao,1,1500.0,001,2.0,sph,5.0,499.50475000000006,406892.05475,245.40499999999992,66,loopPunch
1_1500K_001_Rs2ao_sph_lig6ao,1,1500.0,001,2.0,sph,6.0,455.74275000000006,404369.91954999993,238.64499999999992,67,bottomPunch
1_1500K_001_Rs2ao_sph_lig7ao,1,1500.0,001,2.0,sph,7.0,546.33675,417859.2344500001,256.76499999999993,67,loopPunch
1_1500K_001_Rs2ao_sph_lig8ao,1,1500.0,001,2.0,sph,8.0,518.91075,408877.8628,259.28500000000014,71,loopPunch
1_1500K_001_Rs2ao_sph_lig9ao,1,1500.0,001,2.0,sph,9.0,522.1782500000002,420241.5299,251.9349999999999,67,loopPunch
1_1500K_001_Rs3ao_sph_lig10ao,1,1500.0,001,3.0,sph,10.0,1399.4552500000002,319480.8096999999,707.3949999999996,223,loopPunch
1_1500K_001_Rs3ao_sph_lig11ao,1,1500.0,001,3.0,sph,11.0,1406.93075,323128.04250000004,707.8849999999996,222,loopPunch
1_1500K_001_Rs3ao_sph_lig12ao,1,1500.0,001,3.0,sph,12.0,1480.6932500000003,320714.19685,735.6349999999996,230,loopPunch
1_1500K_001_Rs3ao_sph_lig13ao,1,1500.0,001,3.0,sph,13.0,1411.8812500000001,322756.95145,716.8750000000003,227,loopPunch
1_1500K_001_Rs3ao_sph_lig14ao,1,1500.0,001,3.0,sph,14.0,1509.8512500000002,327550.06364999997,729.4749999999997,223,bottomPunch
1_1500K_001_Rs3ao_sph_lig15ao,1,1500.0,001,3.0,sph,15.0,1523.8612500000002,326210.40445000003,746.2750000000002,231,bottomPunch
1_1500K_001_Rs3ao_sph_lig16ao,1,1500.0,001,3.0,sph,16.0,1473.4157500000001,325405.2881500001,729.1849999999997,227,bottomPunch
1_1500K_001_Rs3ao_sph_lig17ao,1,1500.0,001,3.0,sph,17.0,1298.66325,315035.68535000004,694.2350000000002,227,bottomPunch
1_1500K_001_Rs3ao_sph_lig18ao,1,1500.0,001,3.0,sph,18.0,1416.93075,322349.8858499999,717.8850000000003,227,loopPunch
1_1500K_001_Rs3ao_sph_lig19ao,1,1500.0,001,3.0,sph,19.0,1617.3267500000002,330614.75285,767.9650000000003,233,loopPunch
1_1500K_001_Rs3ao_sph_lig1ao,1,1500.0,001,3.0,sph,1.0,70.39624999999998,75997.28899,281.57500000000016,234,burst
1_1500K_001_Rs3ao_sph_lig20ao,1,1500.0,001,3.0,sph,20.0,1425.2477500000002,325103.24094999995,721.5450000000001,228,loopPunch
1_1500K_001_Rs3ao_sph_lig2ao,1,1500.0,001,3.0,sph,2.0,1042.7227500000001,181636.4547,468.0450000000002,226,burst
1_1500K_001_Rs3ao_sph_lig3ao,1,1500.0,001,3.0,sph,3.0,1124.9007499999998,263534.61850000004,612.4850000000005,225,burst
1_1500K_001_Rs3ao_sph_lig4ao,1,1500.0,001,3.0,sph,4.0,1547.92075,299995.25555,702.0849999999999,228,loopPunch
1_1500K_001_Rs3ao_sph_lig5ao,1,1500.0,001,3.0,sph,5.0,1472.6237500000002,315074.11565,731.0249999999996,228,loopPunch
1_1500K_001_Rs3ao_sph_lig6ao,1,1500.0,001,3.0,sph,6.0,1438.61375,311675.91380000004,725.2250000000001,229,loopPunch
1_1500K_001_Rs3ao_sph_lig7ao,1,1500.0,001,3.0,sph,7.0,1343.86125,310058.6722999999,701.2749999999999,226,loopPunch
1_1500K_001_Rs3ao_sph_lig8ao,1,1500.0,001,3.0,sph,8.0,1313.06925,308608.3767000001,692.1150000000005,224,loopPunch
1_1500K_001_Rs3ao_sph_lig9ao,1,1500.0,001,3.0,sph,9.0,1383.6137500000002,319649.56139999995,703.225,222,loopPunch
1_1500K_001_Rs4ao_sph_lig10ao,1,1500.0,001,4.0,sph,10.0,3148.81175,268596.89469999995,1555.2649999999999,536,loopPunch
1_1500K_001_Rs4ao_sph_lig11ao,1,1500.0,001,4.0,sph,11.0,3397.02975,274163.46249999997,1606.905,537,loopPunch
1_1500K_001_Rs4ao_sph_lig12ao,1,1500.0,001,4.0,sph,12.0,3482.92075,275538.48405,1631.0850000000005,542,loopPunch
1_1500K_001_Rs4ao_sph_lig13ao,1,1500.0,001,4.0,sph,13.0,3233.36625,268301.3078,1572.1749999999997,536,loopPunch
1_1500K_001_Rs4ao_sph_lig14ao,1,1500.0,001,4.0,sph,14.0,3413.7622499999998,278588.0504,1601.2550000000003,531,bottomPunch
1_1500K_001_Rs4ao_sph_lig15ao,1,1500.0,001,4.0,sph,15.0,3357.3762500000003,273025.97180000006,1607.9750000000008,543,loopPunch
1_1500K_001_Rs4ao_sph_lig16ao,1,1500.0,001,4.0,sph,16.0,3419.8017500000005,276916.06205000007,1606.4650000000006,534,bottomPunch
1_1500K_001_Rs4ao_sph_lig17ao,1,1500.0,001,4.0,sph,17.0,3323.81175,273546.3417,1592.2649999999996,537,loopPunch
1_1500K_001_Rs4ao_sph_lig18ao,1,1500.0,001,4.0,sph,18.0,3287.7722500000004,274562.2725500001,1582.0550000000003,535,loopPunch
1_1500K_001_Rs4ao_sph_lig19ao,1,1500.0,001,4.0,sph,19.0,3313.16825,274338.97675000003,1596.1349999999989,541,loopPunch
1_1500K_001_Rs4ao_sph_lig1ao,1,1500.0,001,4.0,sph,1.0,488.41575,66608.71567999998,652.185,535,burst
1_1500K_001_Rs4ao_sph_lig20ao,1,1500.0,001,4.0,sph,20.0,3409.0592500000002,275786.4,1619.3149999999987,544,loopPunch
1_1500K_001_Rs4ao_sph_lig2ao,1,1500.0,001,4.0,sph,2.0,2231.8812500000004,138006.97095,1006.8749999999994,542,burst
1_1500K_001_Rs4ao_sph_lig3ao,1,1500.0,001,4.0,sph,3.0,2097.7227499999995,194934.15214999998,1261.0449999999996,542,burst
1_1500K_001_Rs4ao_sph_lig4ao,1,1500.0,001,4.0,sph,4.0,2964.0097500000006,237477.41614999998,1409.3049999999998,524,burst
1_1500K_001_Rs4ao_sph_lig5ao,1,1500.0,001,4.0,sph,5.0,3062.7227500000004,255482.00895000005,1546.0449999999992,541,loopPunch
1_1500K_001_Rs4ao_sph_lig6ao,1,1500.0,001,4.0,sph,6.0,3276.1387500000005,265366.6256,1573.725,531,loopPunch
1_1500K_001_Rs4ao_sph_lig7ao,1,1500.0,001,4.0,sph,7.0,3192.57425,265054.97235000005,1567.0149999999994,538,loopPunch
1_1500K_001_Rs4ao_sph_lig8ao,1,1500.0,001,4.0,sph,8.0,3254.15825,270350.2404,1567.3349999999996,530,bottomPunch
1_1500K_001_Rs4ao_sph_lig9ao,1,1500.0,001,4.0,sph,9.0,3333.5147500000003,269882.8822,1589.2050000000004,534,bottomPunch
1_1500K_011_Rs1ao_sph_lig0.5ao,1,1500.0,011,1.0,sph,0.5,25.000000000000004,477611.87314999994,16.394999999999992,7,burst
1_1500K_011_Rs1ao_sph_lig10ao,1,1500.0,011,1.0,sph,10.0,113.01975,616337.21835,52.105000000000004,11,bottomPunch
1_1500K_011_Rs1ao_sph_lig11ao,1,1500.0,011,1.0,sph,11.0,57.178250000000006,687481.1543000002,30.935,7,loopPunch
1_1500K_011_Rs1ao_sph_lig12ao,1,1500.0,011,1.0,sph,12.0,260.09925,588305.1207500001,83.51500000000001,12,loopPunch
1_1500K_011_Rs1ao_sph_lig13ao,1,1500.0,011,1.0,sph,13.0,104.05925,741039.3095999999,40.31499999999998,7,bottomPunch
1_1500K_011_Rs1ao_sph_lig14ao,1,1500.0,011,1.0,sph,14.0,90.84175000000002,680842.4731000002,42.66499999999999,9,bottomPunch
1_1500K_011_Rs1ao_sph_lig15ao,1,1500.0,011,1.0,sph,15.0,92.02975,697091.7770999998,40.90500000000001,8,bottomPunch
1_1500K_011_Rs1ao_sph_lig16ao,1,1500.0,011,1.0,sph,16.0,105.64375000000001,682917.2856000001,45.62499999999999,9,bottomPunch
1_1500K_011_Rs1ao_sph_lig17ao,1,1500.0,011,1.0,sph,17.0,120.54475,649719.6907,51.605,10,bottomPunch
1_1500K_011_Rs1ao_sph_lig18ao,1,1500.0,011,1.0,sph,18.0,75.84175,724533.5039500002,37.665,8,bottomPunch
1_1500K_011_Rs1ao_sph_lig19ao,1,1500.0,011,1.0,sph,19.0,121.98025,652944.1876499997,51.895,10,loopPunch
1_1500K_011_Rs1ao_sph_lig1ao,1,1500.0,011,1.0,sph,1.0,54.059250000000006,580847.1602000003,22.314999999999987,7,burst
1_1500K_011_Rs1ao_sph_lig20ao,1,1500.0,011,1.0,sph,20.0,77.37625,705847.62155,37.975,8,bottomPunch
1_1500K_011_Rs1ao_sph_lig2ao,1,1500.0,011,1.0,sph,2.0,131.98025,564777.033,43.89500000000002,11,loopPunch
1_1500K_011_Rs1ao_sph_lig3ao,1,1500.0,011,1.0,sph,3.0,92.77225,668236.6810999999,41.055000000000014,9,loopPunch
1_1500K_011_Rs1ao_sph_lig4ao,1,1500.0,011,1.0,sph,4.0,90.49525,738824.04635,35.59500000000001,7,loopPunch
1_1500K_011_Rs1ao_sph_lig5ao,1,1500.0,011,1.0,sph,5.0,127.17825,645649.1088000002,49.93500000000002,9,loopPunch
1_1500K_011_Rs1ao_sph_lig6ao,1,1500.0,011,1.0,sph,6.0,76.23775,747873.2782499999,34.745000000000005,7,loopPunch
1_1500K_011_Rs1ao_sph_lig7ao,1,1500.0,011,1.0,sph,7.0,74.85125,589483.9961,42.47500000000002,10,loopPunch
1_1500K_011_Rs1ao_sph_lig8ao,1,1500.0,011,1.0,sph,8.0,54.603750000000005,733486.71535,30.42500000000001,7,bottomPunch
1_1500K_011_Rs1ao_sph_lig9ao,1,1500.0,011,1.0,sph,9.0,95.34675000000001,757007.9892499999,38.56500000000002,7,bottomPunch
1_1500K_011_Rs2ao_sph_lig0.5ao,1,1500.0,011,2.0,sph,0.5,206.18825000000004,215490.91105000005,130.73499999999999,68,burst
1_1500K_011_Rs2ao_sph_lig10ao,1,1500.0,011,2.0,sph,10.0,522.3762499999999,418546.61695,253.97500000000008,68,loopPunch
1_1500K_011_Rs2ao_sph_lig11ao,1,1500.0,011,2.0,sph,11.0,564.7027499999999,428139.95430000004,250.44500000000005,62,loopPunch
1_1500K_011_Rs2ao_sph_lig12ao,1,1500.0,011,2.0,sph,12.0,493.61375000000004,409631.3464,246.22500000000008,67,bottomPunch
1_1500K_011_Rs2ao_sph_lig13ao,1,1500.0,011,2.0,sph,13.0,501.58425,418566.6398,249.815,68,bottomPunch
1_1500K_011_Rs2ao_sph_lig14ao,1,1500.0,011,2.0,sph,14.0,527.1782499999999,425845.2728499999,246.93500000000006,64,loopPunch
1_1500K_011_Rs2ao_sph_lig15ao,1,1500.0,011,2.0,sph,15.0,528.2177499999999,420579.17019999993,255.14499999999998,68,loopPunch
1_1500K_011_Rs2ao_sph_lig16ao,1,1500.0,011,2.0,sph,16.0,546.88125,423170.11835,254.87500000000003,66,loopPunch
1_1500K_011_Rs2ao_sph_lig17ao,1,1500.0,011,2.0,sph,17.0,473.96025000000003,409542.12370000005,244.29499999999996,68,bottomPunch
1_1500K_011_Rs2ao_sph_lig18ao,1,1500.0,011,2.0,sph,18.0,610.19825,406802.6284499999,269.53500000000014,67,loopPunch
1_1500K_011_Rs2ao_sph_lig19ao,1,1500.0,011,2.0,sph,19.0,528.36625,423926.48125000007,257.1749999999999,69,loopPunch
1_1500K_011_Rs2ao_sph_lig1ao,1,1500.0,011,2.0,sph,1.0,250.74275,239825.1282,136.64499999999992,65,burst
1_1500K_011_Rs2ao_sph_lig20ao,1,1500.0,011,2.0,sph,20.0,476.53475000000003,406793.2401,244.8049999999999,68,loopPunch
1_1500K_011_Rs2ao_sph_lig2ao,1,1500.0,011,2.0,sph,2.0,394.70275000000004,294489.6462500001,168.445,68,burst
1_1500K_011_Rs2ao_sph_lig3ao,1,1500.0,011,2.0,sph,3.0,448.91075,374840.68344999995,222.28500000000008,67,loopPunch
1_1500K_011_Rs2ao_sph_lig4ao,1,1500.0,011,2.0,sph,4.0,516.0892499999999,396755.04385000013,233.71500000000012,66,loopPunch
1_1500K_011_Rs2ao_sph_lig5ao,1,1500.0,011,2.0,sph,5.0,483.16825000000006,405602.70865000004,250.135,70,loopPunch
1_1500K_011_Rs2ao_sph_lig6ao,1,1500.0,011,2.0,sph,6.0,477.87125000000003,431127.52284999995,235.07500000000005,63,loopPunch
1_1500K_011_Rs2ao_sph_lig7ao,1,1500.0,011,2.0,sph,7.0,542.1782499999999,414526.092,267.93500000000023,73,bottomPunch
1_1500K_011_Rs2ao_sph_lig8ao,1,1500.0,011,2.0,sph,8.0,479.35625000000005,412555.86165000004,243.37500000000006,67,loopPunch
1_1500K_011_Rs2ao_sph_lig9ao,1,1500.0,011,2.0,sph,9.0,534.5047500000001,421392.81315,256.405,68,loopPunch
1_1500K_011_Rs3ao_sph_lig0.5ao,1,1500.0,011,3.0,sph,0.5,375.79225,110104.19962999999,335.655,227,burst
1_1500K_011_Rs3ao_sph_lig10ao,1,1500.0,011,3.0,sph,10.0,1507.4257500000003,333422.88815,723.985,220,loopPunch
1_1500K_011_Rs3ao_sph_lig11ao,1,1500.0,011,3.0,sph,11.0,1447.4257499999999,327607.8963000001,716.9850000000005,223,bottomPunch
1_1500K_011_Rs3ao_sph_lig12ao,1,1500.0,011,3.0,sph,12.0,1526.6337500000002,328335.26995000005,746.825,231,loopPunch
1_1500K_011_Rs3ao_sph_lig13ao,1,1500.0,011,3.0,sph,13.0,1470.6437500000002,323888.60234999994,731.6249999999995,229,bottomPunch
1_1500K_011_Rs3ao_sph_lig14ao,1,1500.0,011,3.0,sph,14.0,1486.8317500000003,330232.56505000003,726.8649999999999,224,loopPunch
1_1500K_011_Rs3ao_sph_lig15ao,1,1500.0,011,3.0,sph,15.0,1432.7227500000001,321063.1536,716.0450000000004,224,bottomPunch
1_1500K_011_Rs3ao_sph_lig16ao,1,1500.0,011,3.0,sph,16.0,1390.79225,323157.73030000005,710.6549999999996,226,loopPunch
1_1500K_011_Rs3ao_sph_lig17ao,1,1500.0,011,3.0,sph,17.0,1364.0097500000002,323015.8289000001,700.305,223,loopPunch
1_1500K_011_Rs3ao_sph_lig18ao,1,1500.0,011,3.0,sph,18.0,1476.7327500000001,327989.8645,727.8449999999999,226,loopPunch
1_1500K_011_Rs3ao_sph_lig19ao,1,1500.0,011,3.0,sph,19.0,1454.35625,329781.2209,718.3750000000001,223,bottomPunch
1_1500K_011_Rs3ao_sph_lig1ao,1,1500.0,011,3.0,sph,1.0,758.3167500000001,145449.1587,414.16499999999985,229,burst
1_1500K_011_Rs3ao_sph_lig20ao,1,1500.0,011,3.0,sph,20.0,1409.25725,326872.91874999995,706.3549999999997,221,loopPunch
1_1500K_011_Rs3ao_sph_lig2ao,1,1500.0,011,3.0,sph,2.0,978.1187500000001,179960.08054999998,452.12499999999994,223,loopPunch
1_1500K_011_Rs3ao_sph_lig3ao,1,1500.0,011,3.0,sph,3.0,1019.05925,258447.9595,587.3150000000004,222,burst
1_1500K_011_Rs3ao_sph_lig4ao,1,1500.0,011,3.0,sph,4.0,1397.0297500000001,297472.18475,663.9050000000005,223,loopPunch
1_1500K_011_Rs3ao_sph_lig5ao,1,1500.0,011,3.0,sph,5.0,1412.0792500000002,314801.4757,714.9150000000003,226,loopPunch
1_1500K_011_Rs3ao_sph_lig6ao,1,1500.0,011,3.0,sph,6.0,1371.3367500000002,313877.34284999996,710.7649999999996,228,loopPunch
1_1500K_011_Rs3ao_sph_lig7ao,1,1500.0,011,3.0,sph,7.0,1489.8017500000003,325334.9573,727.465,224,bottomPunch
1_1500K_011_Rs3ao_sph_lig8ao,1,1500.0,011,3.0,sph,8.0,1393.4157500000001,321824.9217499999,706.1849999999996,223,loopPunch
1_1500K_011_Rs3ao_sph_lig9ao,1,1500.0,011,3.0,sph,9.0,1470.14875,325205.30489999993,731.5249999999995,229,loopPunch
1_1500K_011_Rs4ao_sph_lig0.5ao,1,1500.0,011,4.0,sph,0.5,1486.18825,102140.34865,856.7349999999996,540,burst
